customer,External ID,license number,order_date,orderID,customer_po,start_ship_date,bill_street,bill_street2,bill_city,bill_state,bill_postcode,bill_country,ship_street,ship_street2,ship_city,ship_state,ship_postcode,ship_country,phone,fax,email,contact,rep,cancel_date,ship_method,notes,sku,brand,product_line,Qty (Units),Qty (Cases),product,sale_price,is_sample,customer_external_id,payment_terms,payment_methods,original_sale_price,source,manual,externalOrderID,original_unit_price,status,line_item_total,strain,strain_classification,category,service_zone,unit_price,paid,paid_date,paid_approver,custom_menu_price,production_batch_number,created_by,buyer_paid,delivered_date,Discount %,Discount $,Approximate Discounted Product Price,Effective Discount Line Item Total,sub_category,unit_of_measure,base_units_per_unit,Facility
Cannabis Curb,0004493445,050-101564175EC,2022-09-01 11:02 AM,13fed8ed,,2022-09-02,4069 NE MLK Jr Blvd,,Portland,OR,97212,United States of America,4069 NE MLK Jr Blvd,,Portland,OR,97212,United States of America,,,Mylea@sitkanw.com,Mylea Parker,Mylea Parker,,,,DISCO-LR-IND-DJSHRTBLUBRRY-36970-061322,Disco Dabs,Disco Dabs - Live Resin | 1 gram,1.0000,0.1,DJ Short Blueberry Live Resin,$0.00,True,,COD (Collect On Delivery),Cash,$55.00,leaflink,True,0004493445,$110.00,Fulfilled,$0.00,DJ Short Blueberry,Indica,Concentrates,,$0.00,False,,,,,Mylea Parker,False,,0.00,$0.00,$0.00,$0.00,Live Resin,Unit,1 Unit,Warehouse 01
Cannabis Curb,0004493445,050-101564175EC,2022-09-01 11:02 AM,13fed8ed,,2022-09-02,4069 NE MLK Jr Blvd,,Portland,OR,97212,United States of America,4069 NE MLK Jr Blvd,,Portland,OR,97212,United States of America,,,Mylea@sitkanw.com,Mylea Parker,Mylea Parker,,,,DISCO-SS-SAT-JCKHMR-39260-04222022,Disco Dabs,Disco Dabs - Cured Resin | 1 gram,1.0000,0.1,Jackhammer Sugar Sauce,$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004493445,$90.00,Fulfilled,$0.00,Jackhammer,Sativa,Concentrates,,$0.00,False,,,,,Mylea Parker,False,,0.00,$0.00,$0.00,$0.00,Sugar,Unit,1 Unit,Warehouse 01
Cannabis Curb,0004493445,050-101564175EC,2022-09-01 11:02 AM,13fed8ed,,2022-09-02,4069 NE MLK Jr Blvd,,Portland,OR,97212,United States of America,4069 NE MLK Jr Blvd,,Portland,OR,97212,United States of America,,,Mylea@sitkanw.com,Mylea Parker,Mylea Parker,,,,DISCO-C-SAT-KNDYLND-14062-10012021,Disco Dabs,Disco Dabs - Cured Resin | 1 gram,1.0000,0.1,Kandy Land Crumble,$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004493445,$90.00,Fulfilled,$0.00,KANDY LAND,Sativa,Concentrates,,$0.00,False,,,,,Mylea Parker,False,,0.00,$0.00,$0.00,$0.00,Crumble,Unit,1 Unit,Warehouse 01
Cannabis Curb,0004493445,050-101564175EC,2022-09-01 11:02 AM,13fed8ed,,2022-09-02,4069 NE MLK Jr Blvd,,Portland,OR,97212,United States of America,4069 NE MLK Jr Blvd,,Portland,OR,97212,United States of America,,,Mylea@sitkanw.com,Mylea Parker,Mylea Parker,,,,DISCO-IPR-HYB-MXBR/DDL-40498-083122,Disco Dabs,Disco Dabs - Crumble Infused Prerolls,1.0000,0.05,Mixed Berries / Disco Delight Infused PreRoll (1g),$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004493445,$140.00,Fulfilled,$0.00,"Disco Delight, Mixed Berries",Hybrid,Pre-Rolls,,$0.00,False,,,,,Mylea Parker,False,,0.00,$0.00,$0.00,$0.00,Infused,Unit,1 Unit,Warehouse 01
Cannabis Curb,0004493445,050-101564175EC,2022-09-01 11:02 AM,13fed8ed,,2022-09-02,4069 NE MLK Jr Blvd,,Portland,OR,97212,United States of America,4069 NE MLK Jr Blvd,,Portland,OR,97212,United States of America,,,Mylea@sitkanw.com,Mylea Parker,Mylea Parker,,,,DISCO-IPR-IND-GMO/HSHSLD-40499-082422,Disco Dabs,Disco Dabs - Clearance,1.0000,0.05,GMO / Hash Salad Infused PreRoll (1g),$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004493445,$140.00,Fulfilled,$0.00,"GMO, Hash Salad",Indica,Pre-Rolls,,$0.00,False,,,,,Mylea Parker,False,,0.00,$0.00,$0.00,$0.00,Infused,Unit,1 Unit,Warehouse 01
ReLeaf Health,0004493564,050-10070500173,2022-09-01 11:06 AM,74491b3f,,2022-09-02,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,,,Mylea@sitkanw.com,Mylea Parker,Mylea Parker,,,,DISCO-LRBC-IND-CHRRYCHSCK-40513-081722,Disco Dabs,Disco Dabs - Live Resin Blend Cartridges (1g),1.0000,0.1,Cherry Cheesecake Live Resin Blend Cartridge,$0.00,True,,COD (Collect On Delivery),Cash,$79.90,leaflink,True,0004493564,$100.00,Fulfilled,$0.00,Cherry Cheesecake,Indica,Cartridges,MULTNOMAH,$0.00,False,,,,,Mylea Parker,False,,0.00,$0.00,$0.00,$0.00,510 Thread,Unit,1 Unit,Warehouse 01
ReLeaf Health,0004493564,050-10070500173,2022-09-01 11:06 AM,74491b3f,,2022-09-02,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,,,Mylea@sitkanw.com,Mylea Parker,Mylea Parker,,,,DISCO-LRC-SAT-LMNCRMExZNHLK-40398-081022,Disco Dabs,Disco Dabs - Pure Live Resin Cartridges,1.0000,0.1,Lemon Creme x Zen Hulk Live Resin Cartridge,$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004493564,$150.00,Fulfilled,$0.00,Lemon Creme x Zen Hulk,Sativa,Cartridges,MULTNOMAH,$0.00,False,,,,,Mylea Parker,False,,0.00,$0.00,$0.00,$0.00,510 Thread,Unit,1 Unit,Warehouse 01
ReLeaf Health,0004493564,050-10070500173,2022-09-01 11:06 AM,74491b3f,,2022-09-02,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,,,Mylea@sitkanw.com,Mylea Parker,Mylea Parker,,,,DISCO-LR-HYB-BLUBRRYPIE-39455-04132022,Disco Dabs,Disco Dabs - Live Resin | 1 gram,1.0000,0.1,Blueberry Pie Live Resin,$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004493564,$110.00,Fulfilled,$0.00,Blueberry Pie,Hybrid,Concentrates,MULTNOMAH,$0.00,False,,,,,Mylea Parker,False,,0.00,$0.00,$0.00,$0.00,Live Resin,Unit,1 Unit,Warehouse 01
ReLeaf Health,0004493564,050-10070500173,2022-09-01 11:06 AM,74491b3f,,2022-09-02,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,,,Mylea@sitkanw.com,Mylea Parker,Mylea Parker,,,,DISCO-SS-SAT-JIMSLEMONGEMS-39268-04272022,Disco Dabs,Disco Dabs - Cured Resin | 1 gram,1.0000,0.1,Jim's Lemon Gems Sugar Sauce,$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004493564,$90.00,Fulfilled,$0.00,Jims Lemon Gems,Sativa,Concentrates,MULTNOMAH,$0.00,False,,,,,Mylea Parker,False,,0.00,$0.00,$0.00,$0.00,Sugar,Unit,1 Unit,Warehouse 01
ReLeaf Health,0004493564,050-10070500173,2022-09-01 11:06 AM,74491b3f,,2022-09-02,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,,,Mylea@sitkanw.com,Mylea Parker,Mylea Parker,,,,DISCO-B-SAT-TNGIE-39332-04132022,Disco Dabs,Disco Dabs - Cured Resin | 1 gram,1.0000,0.1,Tangie Badder,$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004493564,$90.00,Fulfilled,$0.00,Tangie,Sativa,Concentrates,MULTNOMAH,$0.00,False,,,,,Mylea Parker,False,,0.00,$0.00,$0.00,$0.00,Badder,Unit,1 Unit,Warehouse 01
ReLeaf Health,0004493564,050-10070500173,2022-09-01 11:06 AM,74491b3f,,2022-09-02,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,,,Mylea@sitkanw.com,Mylea Parker,Mylea Parker,,,,DISCO-IPR-IND-GMO/HSHSLD-40499-082422,Disco Dabs,Disco Dabs - Clearance,1.0000,0.05,GMO / Hash Salad Infused PreRoll (1g),$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004493564,$140.00,Fulfilled,$0.00,"GMO, Hash Salad",Indica,Pre-Rolls,MULTNOMAH,$0.00,False,,,,,Mylea Parker,False,,0.00,$0.00,$0.00,$0.00,Infused,Unit,1 Unit,Warehouse 01
ReLeaf Health,0004493564,050-10070500173,2022-09-01 11:06 AM,74491b3f,,2022-09-02,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,3213 Ne Martin Luther King Jr. Blvd,,portland,OR,97212,United States of America,,,Mylea@sitkanw.com,Mylea Parker,Mylea Parker,,,,DISCO-IPR-HYB-MXBR/DDL-40498-083122,Disco Dabs,Disco Dabs - Crumble Infused Prerolls,1.0000,0.05,Mixed Berries / Disco Delight Infused PreRoll (1g),$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004493564,$140.00,Fulfilled,$0.00,"Disco Delight, Mixed Berries",Hybrid,Pre-Rolls,MULTNOMAH,$0.00,False,,,,,Mylea Parker,False,,0.00,$0.00,$0.00,$0.00,Infused,Unit,1 Unit,Warehouse 01
Crush Cannabis - Commercial,0004501823,050-10141508E04,2022-09-01 10:56 AM,7104dfb0,,2022-09-06,1026 Commercial St NE,,Salem,OR,97301,United States of America,1026 Commercial St NE,,Salem,OR,97301,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"pick up 830am for delivery at 345pm
Driver: nathan
Vehicle: avalon",,DISCO-LR2-SAT-SNYD-40188-083122,Disco Dabs,Disco Dabs - Clearance,10.0000,1,Sunny D Live Resin | 2 grams,$140.00,False,,Net 14 (Payment due 14 days after invoice date),Cash,,leaflink,True,0004501823,$150.00,Fulfilled,$140.00,Sunny D,Sativa,Concentrates,MARION,$150.00,False,,,,,Nathan Goldberg,False,,0.00,$0.00,$140.00,$140.00,Live Resin,Unit,1 Unit,Warehouse 01
Crush Cannabis - Commercial,0004501823,050-10141508E04,2022-09-01 10:56 AM,7104dfb0,,2022-09-06,1026 Commercial St NE,,Salem,OR,97301,United States of America,1026 Commercial St NE,,Salem,OR,97301,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"pick up 830am for delivery at 345pm
Driver: nathan
Vehicle: avalon",,DISCO-LR2-HYB-JLLYBN-40189-083122,Disco Dabs,Disco Dabs - Clearance,10.0000,1,Jillybean Live Resin | 2 grams,$140.00,False,,Net 14 (Payment due 14 days after invoice date),Cash,,leaflink,True,0004501823,$150.00,Fulfilled,$140.00,Jillybean,Hybrid,Concentrates,MARION,$150.00,False,,,,,Nathan Goldberg,False,,0.00,$0.00,$140.00,$140.00,Live Resin,Unit,1 Unit,Warehouse 01
Crush Cannabis - Commercial,0004501823,050-10141508E04,2022-09-01 10:56 AM,7104dfb0,,2022-09-06,1026 Commercial St NE,,Salem,OR,97301,United States of America,1026 Commercial St NE,,Salem,OR,97301,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"pick up 830am for delivery at 345pm
Driver: nathan
Vehicle: avalon",,DISCO-LR-SAT-BBLGMBRTH-40473-083122,Disco Dabs,Disco Dabs - Live Resin | 1 gram,10.0000,1,Bubble Gum Breath Live Resin,$82.50,False,,Net 14 (Payment due 14 days after invoice date),Cash,,leaflink,True,0004501823,$110.00,Fulfilled,$82.50,Bubble Gum Breath,Sativa,Concentrates,MARION,$110.00,False,,,,,Nathan Goldberg,False,,0.00,$0.00,$82.50,$82.50,Live Resin,Unit,1 Unit,Warehouse 01
Crush Cannabis - Commercial,0004501823,050-10141508E04,2022-09-01 10:56 AM,7104dfb0,,2022-09-06,1026 Commercial St NE,,Salem,OR,97301,United States of America,1026 Commercial St NE,,Salem,OR,97301,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"pick up 830am for delivery at 345pm
Driver: nathan
Vehicle: avalon",,DISCO-LR-IND-GRNMLS-40503-083122,Disco Dabs,Disco Dabs - Live Resin | 1 gram,10.0000,1,Granimals Live Resin,$82.50,False,,Net 14 (Payment due 14 days after invoice date),Cash,,leaflink,True,0004501823,$110.00,Fulfilled,$82.50,Granimals,Indica,Concentrates,MARION,$110.00,False,,,,,Nathan Goldberg,False,,0.00,$0.00,$82.50,$82.50,Live Resin,Unit,1 Unit,Warehouse 01
Crush Cannabis - Commercial,0004501823,050-10141508E04,2022-09-01 10:56 AM,7104dfb0,,2022-09-06,1026 Commercial St NE,,Salem,OR,97301,United States of America,1026 Commercial St NE,,Salem,OR,97301,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"pick up 830am for delivery at 345pm
Driver: nathan
Vehicle: avalon",,DISCO-LR-HYB-PRPLDRM-39938-061322,Disco Dabs,Disco Dabs - Live Resin | 1 gram,10.0000,1,Purple Dream Live Resin,$82.50,False,,Net 14 (Payment due 14 days after invoice date),Cash,,leaflink,True,0004501823,$110.00,Fulfilled,$82.50,Purple Dream,Hybrid,Concentrates,MARION,$110.00,False,,,,,Nathan Goldberg,False,,0.00,$0.00,$82.50,$82.50,Live Resin,Unit,1 Unit,Warehouse 01
Crush Cannabis - Commercial,0004501823,050-10141508E04,2022-09-01 10:56 AM,7104dfb0,,2022-09-06,1026 Commercial St NE,,Salem,OR,97301,United States of America,1026 Commercial St NE,,Salem,OR,97301,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"pick up 830am for delivery at 345pm
Driver: nathan
Vehicle: avalon",,DISCO-LRC-SAT-LMNCRMExZNHLK-40398-081022,Disco Dabs,Disco Dabs - Pure Live Resin Cartridges,10.0000,1,Lemon Creme x Zen Hulk Live Resin Cartridge,$0.00,False,,Net 14 (Payment due 14 days after invoice date),Cash,,leaflink,True,0004501823,$150.00,Fulfilled,$150.00,Lemon Creme x Zen Hulk,Sativa,Cartridges,MARION,$150.00,False,,,,,Nathan Goldberg,False,,0.00,$0.00,$150.00,$150.00,510 Thread,Unit,1 Unit,Warehouse 01
Crush Cannabis - Commercial,0004501823,050-10141508E04,2022-09-01 10:56 AM,7104dfb0,,2022-09-06,1026 Commercial St NE,,Salem,OR,97301,United States of America,1026 Commercial St NE,,Salem,OR,97301,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"pick up 830am for delivery at 345pm
Driver: nathan
Vehicle: avalon",,DISCO-LRC-HYB-MOOLAH-40399-081022,Disco Dabs,Disco Dabs - Pure Live Resin Cartridges,10.0000,1,Moolah Live Resin Cartridge,$0.00,False,,Net 14 (Payment due 14 days after invoice date),Cash,,leaflink,True,0004501823,$150.00,Fulfilled,$150.00,Moolah,Hybrid,Cartridges,MARION,$150.00,False,,,,,Nathan Goldberg,False,,0.00,$0.00,$150.00,$150.00,510 Thread,Unit,1 Unit,Warehouse 01
Crush Cannabis - Commercial,0004501823,050-10141508E04,2022-09-01 10:56 AM,7104dfb0,,2022-09-06,1026 Commercial St NE,,Salem,OR,97301,United States of America,1026 Commercial St NE,,Salem,OR,97301,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"pick up 830am for delivery at 345pm
Driver: nathan
Vehicle: avalon",,DISCO-LRC-IND-BLUBRRYPIExDRMPNCH-39628-070122,Disco Dabs,Disco Dabs - Pure Live Resin Cartridges,10.0000,1,Blueberry Pie x Dream Punch Live Resin Cartridge,$0.00,False,,Net 14 (Payment due 14 days after invoice date),Cash,,leaflink,True,0004501823,$150.00,Fulfilled,$150.00,,Indica,Cartridges,MARION,$150.00,False,,,,,Nathan Goldberg,False,,0.00,$0.00,$150.00,$150.00,510 Thread,Unit,1 Unit,Warehouse 01
Crush Cannabis - Commercial,0004501823,050-10141508E04,2022-09-01 10:56 AM,7104dfb0,,2022-09-06,1026 Commercial St NE,,Salem,OR,97301,United States of America,1026 Commercial St NE,,Salem,OR,97301,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"pick up 830am for delivery at 345pm
Driver: nathan
Vehicle: avalon",,DISCO-SH-IND-CHSCK-40344-082622,Disco Dabs,Disco Dabs - Clearance,20.0000,1,Cheesecake Disco Dabs Shatter,$100.00,False,,Net 14 (Payment due 14 days after invoice date),Cash,,leaflink,True,0004501823,$120.00,Fulfilled,$100.00,Cheesecake,Indica,Concentrates,MARION,$120.00,False,,,,,Nathan Goldberg,False,,0.00,$0.00,$100.00,$100.00,Shatter,Unit,1 Unit,Warehouse 01
Crush Cannabis - Commercial,0004501823,050-10141508E04,2022-09-01 10:56 AM,7104dfb0,,2022-09-06,1026 Commercial St NE,,Salem,OR,97301,United States of America,1026 Commercial St NE,,Salem,OR,97301,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"pick up 830am for delivery at 345pm
Driver: nathan
Vehicle: avalon",,DISCO-SH-IND-BLUBRRYKSH-40009-070822,Disco Dabs,Disco Dabs - Shatter | 1 gram,20.0000,1,Blueberry Kush Disco Dabs Shatter,$100.00,False,,Net 14 (Payment due 14 days after invoice date),Cash,,leaflink,True,0004501823,$120.00,Fulfilled,$100.00,Blueberry Kush,Indica,Concentrates,MARION,$120.00,False,,,,,Nathan Goldberg,False,,0.00,$0.00,$100.00,$100.00,Shatter,Unit,1 Unit,Warehouse 01
Crush Cannabis - Commercial,0004501823,050-10141508E04,2022-09-01 10:56 AM,7104dfb0,,2022-09-06,1026 Commercial St NE,,Salem,OR,97301,United States of America,1026 Commercial St NE,,Salem,OR,97301,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"pick up 830am for delivery at 345pm
Driver: nathan
Vehicle: avalon",,DISCO-SH-IND-G13-40051-081122,Disco Dabs,Disco Dabs - Shatter | 1 gram,20.0000,1,G13 Disco Dabs Shatter,$100.00,False,,Net 14 (Payment due 14 days after invoice date),Cash,,leaflink,True,0004501823,$120.00,Fulfilled,$100.00,G13,Indica,Concentrates,MARION,$120.00,False,,,,,Nathan Goldberg,False,,0.00,$0.00,$100.00,$100.00,Shatter,Unit,1 Unit,Warehouse 01
Crush Cannabis - Commercial,0004501823,050-10141508E04,2022-09-01 10:56 AM,7104dfb0,,2022-09-06,1026 Commercial St NE,,Salem,OR,97301,United States of America,1026 Commercial St NE,,Salem,OR,97301,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"pick up 830am for delivery at 345pm
Driver: nathan
Vehicle: avalon",,DISCO-SH-SAT-MMRYLOSS-40190-071522,Disco Dabs,Disco Dabs - Clearance,20.0000,1,Memory Loss Disco Dabs Shatter,$100.00,False,,Net 14 (Payment due 14 days after invoice date),Cash,,leaflink,True,0004501823,$120.00,Fulfilled,$100.00,Cake Mix,Sativa,Concentrates,MARION,$120.00,False,,,,,Nathan Goldberg,False,,0.00,$0.00,$100.00,$100.00,Shatter,Unit,1 Unit,Warehouse 01
